day,label,hr_maxHeartRate,hr_minHeartRate,hr_restingHeartRate,hr_lastSevenDaysAvgRestingHeartRate,resp_lowestRespirationValue,resp_highestRespirationValue,resp_avgWakingRespirationValue,resp_avgSleepRespirationValue,resp_avgTomorrowSleepRespirationValue,str_maxStressLevel,str_avgStressLevel,sleep_sleepTimeSeconds,sleep_napTimeSeconds,sleep_unmeasurableSleepSeconds,sleep_deepSleepSeconds,sleep_lightSleepSeconds,sleep_remSleepSeconds,sleep_awakeSleepSeconds,act_totalCalories,act_activeKilocalories,act_distance,act_activeTime,sleep_averageRespirationValue,sleep_lowestRespirationValue,sleep_highestRespirationValue,sleep_awakeCount,sleep_avgSleepStress,sleep_avgHeartRate,client_id,user_id,source_file,ts__hr_time_series__len,ts__hr_time_series__mean,ts__hr_time_series__std,ts__hr_time_series__min,ts__hr_time_series__max,ts__hr_time_series__range,ts__hr_time_series__median,ts__hr_time_series__mad,ts__hr_time_series__energy,ts__hr_time_series__q10,ts__hr_time_series__q25,ts__hr_time_series__q50,ts__hr_time_series__q75,ts__hr_time_series__q90,ts__hr_time_series__slope,ts__hr_time_series__diff_mean,ts__hr_time_series__diff_std,ts__hr_time_series__diff_abs_mean,ts__resp_time_series__len,ts__resp_time_series__mean,ts__resp_time_series__std,ts__resp_time_series__min,ts__resp_time_series__max,ts__resp_time_series__range,ts__resp_time_series__median,ts__resp_time_series__mad,ts__resp_time_series__energy,ts__resp_time_series__q10,ts__resp_time_series__q25,ts__resp_time_series__q50,ts__resp_time_series__q75,ts__resp_time_series__q90,ts__resp_time_series__slope,ts__resp_time_series__diff_mean,ts__resp_time_series__diff_std,ts__resp_time_series__diff_abs_mean,ts__stress_time_series__len,ts__stress_time_series__mean,ts__stress_time_series__std,ts__stress_time_series__min,ts__stress_time_series__max,ts__stress_time_series__range,ts__stress_time_series__median,ts__stress_time_series__mad,ts__stress_time_series__energy,ts__stress_time_series__q10,ts__stress_time_series__q25,ts__stress_time_series__q50,ts__stress_time_series__q75,ts__stress_time_series__q90,ts__stress_time_series__slope,ts__stress_time_series__diff_mean,ts__stress_time_series__diff_std,ts__stress_time_series__diff_abs_mean
13,85,116.0,59.0,62.0,62.0,9.0,23.0,15.0,14.0,13.0,96.0,36.0,31407.0,0.0,0.0,5940.0,18060.0,7440.0,420.0,2165.0,346.0,3652.0,,14.0,11.0,18.0,1.0,16.0,68.0,group4,40,dataset_user_40_train.csv,720.0,81.77638888888889,12.711379340482853,59.0,116.0,57.0,84.0,9.0,6848.956944444444,64.0,69.0,84.0,90.0,97.0,0.03999157341481498,0.01808066759388039,4.6664495042175345,3.1057023643949933,639.0,14.4037558685446,1.8554285223184148,,23.0,14.0,14.0,1.0,210.91079812206573,12.0,13.0,14.0,16.0,17.0,0.001713099916111087,0.0,2.324059792366646,1.652037617554859,396.0,36.19444444444444,21.40388592690977,5.0,95.0,90.0,38.0,20.0,1768.1641414141413,9.0,14.0,38.0,54.0,63.0,0.11862627164415895,-0.017721518987341773,10.667693562704395,7.253164556962025
14,76,133.0,51.0,53.0,57.0,8.0,24.0,15.0,15.0,16.0,93.0,29.0,23880.0,0.0,0.0,7080.0,12540.0,4260.0,960.0,3008.0,578.0,8073.0,,15.0,11.0,21.0,1.0,12.0,59.0,group4,22,dataset_user_22_train.csv,713.0,72.35203366058906,12.970710318203654,51.0,133.0,82.0,71.0,9.0,5403.0561009817675,57.0,62.0,71.0,80.0,88.0,0.0399106693436156,0.0014044943820224719,5.744929199784938,3.7542134831460676,640.0,14.75625,2.755668872978029,8.0,23.0,15.0,15.0,2.0,225.340625,12.0,13.0,15.0,16.0,18.0,0.003986124233701743,0.003129890453834116,2.2780141738458766,1.649452269170579,412.0,29.385922330097088,20.123263257963583,1.0,88.0,87.0,25.0,15.5,1268.4781553398059,5.0,14.0,25.0,44.25,58.900000000000034,0.12439876983645574,-0.0072992700729927005,10.67582234445613,6.746958637469587
14,66,118.0,67.0,71.0,76.0,7.0,23.0,16.0,18.0,18.0,95.0,30.0,26280.0,2280.0,540.0,6180.0,16080.0,4020.0,1260.0,2247.0,504.0,9555.0,,,,,,,,group4,31,dataset_user_31_train.csv,634.0,84.55993690851734,11.755139985740175,67.0,118.0,51.0,81.0,7.0,7288.566246056782,72.0,75.0,81.0,92.0,102.70000000000005,0.03357617248222969,,4.835664035953419,3.126382306477093,532.0,16.87406015037594,2.5797658393458147,8.0,22.0,14.0,17.0,2.0,291.3890977443609,13.100000000000001,16.0,17.0,19.0,20.0,-0.005770898451649525,0.0018832391713747645,2.4220417982030398,1.7608286252354048,288.0,29.854166666666668,13.302291338754806,4.0,88.0,84.0,25.0,8.0,1068.2222222222222,14.0,21.75,25.0,38.25,47.0,0.021170663387306138,-0.04529616724738676,9.579742555047904,6.080139372822299
14,78,184.0,50.0,51.0,54.0,6.0,23.0,15.0,13.0,13.0,99.0,24.0,31020.0,0.0,0.0,3960.0,18000.0,9060.0,180.0,3340.0,1159.0,12809.0,,13.0,9.0,18.0,0.0,9.0,57.0,group4,4,dataset_user_4_train.csv,720.0,75.72638888888889,22.489228860449046,50.0,184.0,134.0,71.0,14.0,6240.251388888889,54.0,58.0,71.0,88.0,99.10000000000002,0.0783280992697388,0.03337969401947149,6.431753512909641,4.152990264255911,534.0,13.897003745318353,2.4484709001843665,8.0,21.0,13.0,14.0,2.0,199.12172284644194,11.0,12.0,14.0,15.0,17.0,0.005314791344506309,0.0,2.3123779821771757,1.6172607879924954,334.0,24.323353293413174,23.24866088760384,1.0,98.0,97.0,15.5,9.5,1132.125748502994,3.0,7.0,15.5,34.0,64.0,0.16039079565757552,0.057057057057057055,10.006891906750123,6.357357357357357
14,71,158.0,57.0,60.0,62.0,7.0,22.0,14.0,13.0,13.0,100.0,39.0,26940.0,0.0,0.0,4080.0,16380.0,6480.0,60.0,3108.0,1289.0,7542.0,,13.0,10.0,17.0,0.0,22.0,67.0,group4,40,dataset_user_40_train.csv,679.0,88.8262150220913,20.48899605426398,57.0,158.0,101.0,88.0,18.0,8309.895434462445,63.0,68.0,88.0,105.0,117.0,0.06683263580041997,-0.02064896755162242,5.491171637321359,3.663716814159292,580.0,13.99655172413793,1.9289058464751443,,20.0,13.0,14.0,1.0,199.62413793103448,12.0,13.0,14.0,15.0,16.0,0.0010202785669849565,0.0069084628670120895,2.1409617898046047,1.5129533678756477,342.0,39.02046783625731,28.614847939280523,2.0,97.0,95.0,29.5,21.5,2341.406432748538,7.0,13.0,29.5,64.0,80.90000000000003,0.2046790625495452,0.07038123167155426,11.416958992682167,7.348973607038123
15,83,138.0,56.0,58.0,58.0,9.0,25.0,17.0,16.0,16.0,97.0,38.0,24120.0,1860.0,0.0,6900.0,12000.0,5220.0,,2951.0,521.0,5052.0,,16.0,12.0,22.0,1.0,21.0,64.0,group4,22,dataset_user_22_train.csv,,78.17504051863857,13.113956069737558,56.0,138.0,82.0,78.0,10.0,6283.312803889789,62.0,66.0,78.0,87.0,97.0,0.034787072536281834,0.016233766233766232,5.208297211321302,3.1266233766233764,539.0,16.58256029684601,2.682685521663948,9.0,23.0,14.0,16.0,2.0,282.178107606679,13.0,15.0,16.0,18.5,20.0,0.0013401598106855678,-0.0018587360594795538,2.519440451414349,1.7973977695167287,,37.47839506172839,19.336274422320457,3.0,92.0,89.0,32.0,14.0,1778.5216049382716,17.0,22.0,32.0,50.5,63.69999999999999,0.0881015762130313,0.04024767801857585,10.84544914336507,7.2972136222910216
15,66,121.0,69.0,69.0,73.0,7.0,23.0,16.0,18.0,18.0,96.0,28.0,,0.0,0.0,2700.0,12660.0,3960.0,1440.0,2054.0,311.0,8770.0,,18.0,13.0,20.0,1.0,17.0,74.0,group4,31,dataset_user_31_train.csv,710.0,82.76901408450705,8.414618258508305,69.0,121.0,52.0,83.0,7.0,6921.515492957747,72.0,76.0,83.0,89.0,93.0,0.022628284869932073,0.007052186177715092,5.048001565097402,3.2002820874471087,598.0,16.50334448160535,2.71730897739967,7.0,22.0,15.0,17.0,2.0,279.74414715719064,12.0,15.0,17.0,18.0,20.0,-0.003426577839252375,0.0,2.561145053799114,1.8425460636515913,383.0,28.093994778067884,14.774246892752759,7.0,80.0,73.0,22.0,7.0,1007.5509138381201,14.0,17.0,22.0,37.0,52.0,0.08823779441718045,0.02356020942408377,9.37591712206772,6.227748691099476
15,84,162.0,54.0,55.0,53.0,8.0,24.0,15.0,13.0,13.0,92.0,35.0,22800.0,0.0,0.0,4860.0,13800.0,4140.0,360.0,3068.0,887.0,8928.0,,13.0,9.0,18.0,0.0,14.0,60.0,group4,4,dataset_user_4_train.csv,720.0,77.1375,15.553821765976933,54.0,162.0,108.0,76.0,9.0,6192.115277777778,58.0,66.0,76.0,84.0,95.0,0.027387896838792766,-0.02642559109874826,5.993099638223158,3.7899860917941584,541.0,14.404805914972274,2.6767802494640183,8.0,23.0,15.0,14.0,2.0,214.66358595194086,11.0,12.0,14.0,16.0,18.0,0.0003514970454695306,-0.011111111111111112,2.3301300763776056,1.7296296296296296,344.0,34.69476744186046,19.701917521289246,3.0,87.0,84.0,34.0,16.0,1591.8924418604652,10.0,17.0,34.0,50.0,61.0,0.10579243397488995,-0.15743440233236153,11.347865359978687,7.714285714285714
15,87,141.0,61.0,62.0,62.0,7.0,22.0,14.0,13.0,13.0,98.0,45.0,,0.0,0.0,4320.0,14160.0,2280.0,,3016.0,1197.0,7728.0,,13.0,9.0,18.0,2.0,18.0,69.0,group4,40,dataset_user_40_train.csv,720.0,91.15,16.9754643202738,61.0,141.0,80.0,,11.0,8596.488888888889,65.0,,,102.0,112.0,0.04917740324859166,-0.02086230876216968,6.0030922798042194,,637.0,13.442700156985872,1.9584212379513763,8.0,20.0,12.0,13.0,1.0,184.54160125588697,11.0,12.0,13.0,15.0,16.0,-0.0005792608729684665,0.0015723270440251573,2.3847650714539284,1.7311320754716981,371.0,45.36927223719677,24.645760350290395,3.0,97.0,94.0,,20.0,2665.7843665768196,12.0,19.0,,64.0,78.0,0.13755584120769757,-0.04864864864864865,,
16,92,106.0,59.0,74.0,,8.0,22.0,15.0,,15.0,,39.0,,,,,,,,1504.0,15.0,121.0,,15.0,12.0,19.0,0.0,12.0,85.0,group4,13,dataset_user_13_train.csv,,80.19285714285714,7.105225872122403,59.0,106.0,47.0,79.0,4.0,6481.378571428571,73.0,76.0,79.0,83.0,90.10000000000001,-0.07100872493494566,-0.03597122302158273,5.853622222305949,4.0071942446043165,,15.184615384615384,2.7337903115373754,9.0,20.0,11.0,15.0,2.0,238.04615384615386,11.9,13.0,15.0,17.0,19.0,,,,,,38.15277777777778,18.3920723578743,3.0,88.0,85.0,35.0,12.0,1793.9027777777778,18.0,23.0,35.0,49.0,63.699999999999996,,-0.08450704225352113,14.865354824314394,10.985915492957746
16,75,120.0,53.0,55.0,57.0,8.0,22.0,15.0,16.0,15.0,96.0,32.0,24300.0,0.0,0.0,6240.0,11340.0,6720.0,0.0,3020.0,590.0,7218.0,,16.0,13.0,20.0,0.0,13.0,60.0,group4,22,dataset_user_22_train.csv,715.0,74.98461538461538,12.992888359752579,53.0,120.0,67.0,75.0,9.0,5791.507692307692,57.0,65.0,75.0,82.0,93.0,0.03420634574101549,-0.014005602240896359,5.923633994217368,3.820728291316527,642.0,15.37227414330218,2.338232444677794,8.0,21.0,13.0,15.0,2.0,241.77414330218068,12.0,14.0,15.0,17.0,18.0,-0.0023085640217515796,-0.0015600624024961,2.330359369130483,1.673946957878315,407.0,32.076167076167074,19.542220331392365,1.0,87.0,86.0,28.0,13.0,1410.7788697788699,6.600000000000001,18.0,28.0,44.5,58.0,0.0875886489476753,-0.07389162561576355,11.62697975633676,7.285714285714286
16,46,140.0,66.0,69.0,72.0,8.0,24.0,16.0,18.0,19.0,96.0,35.0,21060.0,0.0,0.0,3300.0,13680.0,4080.0,2640.0,2447.0,704.0,10068.0,,18.0,13.0,21.0,,18.0,73.0,group4,31,dataset_user_31_train.csv,698.0,86.76790830945559,14.987119644003798,66.0,140.0,74.0,84.0,9.0,7753.283667621777,71.0,75.0,84.0,94.0,106.0,0.036524010422466065,,5.6249563812940115,3.6642754662840744,580.0,16.324137931034482,2.853026846679081,8.0,24.0,16.0,17.0,2.0,274.61724137931037,12.0,14.0,17.0,18.0,20.0,-0.004263840630138409,-0.0051813471502590676,2.5823181322263777,1.849740932642487,381.0,34.4750656167979,19.670048184978324,5.0,96.0,91.0,25.0,9.0,1575.4409448818897,16.0,20.0,25.0,49.0,65.0,0.12213099637001147,,10.928613742737463,7.042105263157895
16,90,145.0,52.0,54.0,53.0,7.0,23.0,15.0,13.0,13.0,99.0,25.0,26400.0,0.0,0.0,4200.0,16680.0,5520.0,480.0,3502.0,1321.0,9997.0,,13.0,10.0,20.0,0.0,15.0,59.0,group4,4,dataset_user_4_train.csv,720.0,77.45416666666667,19.60564287746997,52.0,145.0,93.0,73.0,13.0,6383.529166666666,57.0,62.0,73.0,87.0,106.0,0.06295220155388674,0.009735744089012517,5.977813854890047,3.9235048678720443,524.0,13.896946564885496,2.329873663360532,8.0,21.0,13.0,13.0,1.0,198.55343511450383,11.0,12.0,13.0,16.0,17.0,0.0033683701320500175,-0.0038240917782026767,2.2028976015378627,1.5487571701720841,312.0,24.673076923076923,19.297656115657816,2.0,94.0,92.0,20.0,9.0,981.1602564102565,5.0,11.0,20.0,29.25,55.900000000000034,0.15253279640035752,0.06109324758842444,10.192652171556738,6.016077170418006
16,77,166.0,59.0,60.0,62.0,7.0,21.0,14.0,13.0,14.0,99.0,37.0,28260.0,0.0,1620.0,5580.0,14760.0,7920.0,480.0,2967.0,1148.0,7600.0,,13.0,8.0,20.0,1.0,20.0,66.0,group4,40,dataset_user_40_train.csv,720.0,87.21666666666667,19.261944346301078,59.0,166.0,107.0,88.0,17.0,7977.769444444444,64.0,67.0,88.0,101.0,112.0,0.062128174115562214,0.009735744089012517,6.002425547022976,3.920723226703755,609.0,13.587848932676518,2.1524607226912984,8.0,20.0,12.0,13.0,1.0,189.26272577996716,11.0,12.0,13.0,15.0,17.0,0.0038710753707332213,0.001644736842105263,2.361630776903889,1.7549342105263157,349.0,36.9512893982808,28.610924833486656,1.0,98.0,97.0,29.0,22.0,2183.9828080229227,7.0,9.0,29.0,62.0,79.0,0.23421118748853162,0.07471264367816093,10.273844912458161,6.775862068965517
17,39,139.0,54.0,61.0,68.0,7.0,23.0,14.0,15.0,16.0,99.0,35.0,29460.0,0.0,0.0,4740.0,19020.0,5700.0,300.0,2043.0,554.0,7189.0,,,,,,,,group4,13,dataset_user_13_train.csv,703.0,80.74395448079659,16.36270573980273,54.0,139.0,85.0,79.0,13.0,6787.324324324324,62.0,66.0,79.0,92.0,105.0,0.04247009016745859,0.037037037037037035,5.97895609677603,3.7122507122507122,572.0,14.835664335664335,2.401395444972287,8.0,21.0,13.0,15.0,2.0,225.86363636363637,12.0,13.0,15.0,17.0,18.0,-0.005740932946808558,0.0070052539404553416,2.2049029822405424,1.4746059544658494,373.0,35.10455764075067,,1.0,99.0,98.0,24.0,20.0,2194.734584450402,3.0,7.0,24.0,62.0,82.80000000000001,0.195997421241735,0.18548387096774194,12.02754473251921,6.889784946236559
17,80,153.0,57.0,59.0,57.0,8.0,24.0,15.0,15.0,15.0,90.0,24.0,,0.0,0.0,5460.0,11400.0,5520.0,300.0,3159.0,729.0,7064.0,,15.0,10.0,23.0,0.0,22.0,61.0,group4,22,dataset_user_22_train.csv,716.0,73.07960893854748,14.53249404222463,57.0,153.0,96.0,70.0,6.0,5551.822625698324,60.0,64.0,70.0,76.0,89.5,0.03783832866135758,-0.004195804195804196,6.813908791919495,3.9426573426573426,653.0,15.381316998468606,2.2905532301443086,9.0,23.0,14.0,15.0,1.0,241.83154670750383,12.0,14.0,15.0,17.0,18.0,0.0014703257264724397,0.004601226993865031,2.2288495327753943,1.633435582822086,403.0,23.838709677419356,11.524546693854788,5.0,82.0,77.0,21.0,4.0,701.0992555831266,14.0,17.0,21.0,26.0,37.0,0.0525418750533992,-0.017412935323383085,8.877115487406261,5.385572139303482
17,82,132.0,65.0,72.0,72.0,7.0,23.0,16.0,19.0,19.0,96.0,32.0,,6420.0,0.0,4980.0,14400.0,360.0,,2302.0,559.0,8522.0,,19.0,14.0,22.0,,,,group4,31,dataset_user_31_train.csv,720.0,86.05555555555556,11.082880803905645,65.0,132.0,67.0,83.0,5.0,7528.388888888889,75.0,79.0,83.0,90.0,101.10000000000002,-0.012333099922389252,-0.008344923504867872,4.787842439985232,3.196105702364395,584.0,16.958904109589042,2.9145988523735276,7.0,22.0,15.0,18.0,1.0,296.0993150684931,13.0,15.0,18.0,19.0,20.0,-0.0055751864229507,0.003430531732418525,2.1915137820324033,1.516295025728988,388.0,31.72422680412371,13.595926113229469,7.0,91.0,84.0,27.0,7.0,1191.2757731958764,18.0,23.0,27.0,40.0,52.30000000000001,-0.04722338125675775,-0.059431524547803614,9.47997114483002,6.069767441860465
17,82,105.0,54.0,56.0,54.0,7.0,23.0,15.0,13.0,13.0,96.0,26.0,28980.0,6060.0,0.0,4260.0,16920.0,7800.0,360.0,2399.0,218.0,3378.0,,13.0,10.0,19.0,0.0,16.0,60.0,group4,4,dataset_user_4_train.csv,719.0,70.73574408901251,11.332243275677023,54.0,105.0,51.0,70.0,8.0,5131.965229485397,57.0,62.0,70.0,77.0,87.0,0.03268037729075381,-0.04178272980501393,5.023170063853913,3.3537604456824512,630.0,14.325396825396826,2.302618816469234,9.0,22.0,13.0,14.0,2.0,210.51904761904763,12.0,13.0,14.0,16.0,17.0,0.0025215722987700236,0.00794912559618442,2.1072062949390773,1.5532591414944357,396.0,25.275252525252526,16.85896619303352,2.0,93.0,91.0,23.0,10.0,923.0631313131313,6.0,13.0,23.0,33.0,47.0,0.08132908976897116,-0.010126582278481013,11.106385378983955,6.460759493670886
17,82,137.0,63.0,64.0,62.0,8.0,20.0,14.0,14.0,14.0,99.0,33.0,26400.0,0.0,0.0,5820.0,16800.0,3780.0,0.0,2399.0,580.0,7962.0,,14.0,10.0,18.0,0.0,25.0,70.0,group4,40,dataset_user_40_train.csv,720.0,83.60555555555555,13.312378209029628,63.0,137.0,74.0,83.0,10.0,7167.108333333334,67.9,72.0,83.0,92.0,101.0,0.032133742541941644,-0.031988873435326845,6.219475027588048,,618.0,13.93042071197411,1.902139865771213,8.0,20.0,12.0,14.0,1.0,197.6747572815534,11.0,13.0,14.0,15.0,16.0,0.0008069282709326685,0.0016207455429497568,2.1382517508107295,1.5640194489465153,380.0,32.98157894736842,18.375245866785566,4.0,88.0,84.0,28.0,13.0,1425.4342105263158,13.0,17.0,28.0,48.0,58.0,0.07458030216713121,-0.09498680738786279,11.942317440269,7.440633245382585
18,93,128.0,62.0,66.0,67.0,8.0,23.0,15.0,16.0,15.0,99.0,47.0,18060.0,2100.0,,3120.0,14160.0,780.0,1080.0,2029.0,540.0,7025.0,,16.0,10.0,22.0,1.0,57.0,,group4,13,dataset_user_13_train.csv,720.0,86.24583333333334,12.472385469730943,62.0,128.0,66.0,85.0,8.0,7593.904166666666,71.0,77.0,85.0,93.0,104.0,0.016530719259360713,-0.013908205841446454,5.640833261661921,3.8386648122392213,602.0,15.03156146179402,2.6944018290377767,8.0,22.0,14.0,15.0,2.0,233.2076411960133,11.100000000000001,13.0,15.0,17.0,19.0,-0.004368267066500545,0.0016638935108153079,2.380242558182781,1.735440931780366,372.0,46.48118279569893,22.860661866328055,5.0,94.0,89.0,45.0,20.0,2683.1102150537636,18.0,25.0,45.0,67.0,78.0,-0.029345041216837897,-0.04851752021563342,12.136812936701082,8.415094339622641
18,86,132.0,54.0,57.0,56.0,6.0,24.0,15.0,15.0,15.0,94.0,24.0,24420.0,0.0,0.0,5160.0,12240.0,7020.0,60.0,2821.0,391.0,4903.0,,15.0,12.0,18.0,0.0,19.0,63.0,group4,22,dataset_user_22_train.csv,717.0,70.1673640167364,11.29544386234592,54.0,132.0,78.0,67.0,6.0,5051.046025104602,59.60000000000001,62.0,67.0,75.0,85.0,0.017583496279132062,0.006983240223463687,6.173805392305906,3.4706703910614527,677.0,14.745937961595274,2.656143440304339,7.0,23.0,16.0,14.0,2.0,224.49778434268833,11.0,13.0,14.0,16.0,18.0,0.0010637212539047912,0.004437869822485207,2.4370739458903325,1.767751479289941,434.0,24.331797235023043,15.995551023028714,2.0,94.0,92.0,21.0,7.0,847.8940092165899,8.300000000000004,15.0,21.0,29.0,45.0,0.0447835106935416,0.03695150115473441,8.355193483285973,5.274826789838337
18,87,113.0,64.0,68.0,72.0,9.0,24.0,17.0,19.0,18.0,94.0,23.0,,0.0,0.0,4860.0,,5220.0,300.0,1796.0,53.0,443.0,,19.0,14.0,21.0,0.0,21.0,74.0,group4,31,dataset_user_31_train.csv,720.0,77.34166666666667,6.778637809734014,64.0,113.0,49.0,76.0,4.0,6027.683333333333,70.0,73.0,76.0,80.0,86.0,0.010046830080047737,0.008344923504867872,4.344348707124525,2.659248956884562,700.0,17.664285714285715,2.1771892570983558,10.0,22.0,,18.0,1.0,316.76714285714286,,,18.0,19.0,20.0,-0.0029228806006309635,0.004291845493562232,2.0844087494327397,1.4778254649499285,460.0,23.47826086956522,9.514609202682639,6.0,86.0,80.0,22.0,4.0,641.7565217391304,15.0,18.0,22.0,25.0,34.0,0.016478256554594554,0.002178649237472767,,4.198257080610022
18,36,178.0,52.0,54.0,54.0,6.0,21.0,14.0,13.0,13.0,99.0,35.0,24093.0,0.0,0.0,3660.0,13440.0,7020.0,540.0,,,14254.0,,13.0,8.0,18.0,0.0,12.0,59.0,group4,4,dataset_user_4_train.csv,710.0,85.67323943661972,24.7545753787478,52.0,178.0,126.0,,,7952.692957746479,56.0,63.0,,,110.0,0.08248329490610626,0.04090267983074753,5.928084983264667,3.849083215796897,499.0,13.480961923847696,2.1359454117924974,8.0,21.0,13.0,13.0,1.0,186.29859719438878,11.0,12.0,13.0,15.0,16.0,-0.0002832653258323873,-0.004016064257028112,2.306787595724871,1.6305220883534137,273.0,34.6007326007326,,1.0,97.0,96.0,19.0,12.0,2248.1172161172162,5.0,10.0,19.0,72.0,,,,9.746871309522582,
18,91,121.0,58.0,60.0,61.0,7.0,22.0,14.0,14.0,14.0,97.0,39.0,30930.0,0.0,0.0,6660.0,16920.0,7380.0,,2263.0,444.0,740.0,,14.0,10.0,22.0,2.0,22.0,69.0,group4,40,dataset_user_40_train.csv,,82.67150635208712,15.8637313435732,58.0,121.0,63.0,82.0,15.0,7086.235934664247,62.0,67.5,82.0,97.0,103.0,0.07927497973501288,,4.754919157919208,3.2181818181818183,,14.089668615984406,1.9173341038074796,,22.0,13.0,14.0,1.0,202.19493177387915,12.0,13.0,14.0,15.0,16.0,-0.0005617562063394543,-0.00390625,2.2088211768296087,1.62109375,330.0,39.13333333333333,27.384586094289535,2.0,91.0,89.0,34.0,24.0,2281.3333333333335,8.899999999999999,14.0,34.0,67.0,76.0,0.23599916185890346,,10.033146900790706,6.9787234042553195
19,52,130.0,55.0,58.0,65.0,8.0,23.0,14.0,15.0,15.0,99.0,25.0,39701.0,0.0,0.0,6540.0,22800.0,10380.0,1140.0,1879.0,390.0,6656.0,,15.0,9.0,20.0,1.0,13.0,67.0,group4,13,dataset_user_13_train.csv,720.0,76.58472222222223,16.218423677703893,55.0,130.0,75.0,72.0,10.0,6128.256944444444,60.0,64.0,72.0,87.0,99.0,0.03701506947351365,-0.004172461752433936,5.026354394742815,3.2948539638386647,617.0,14.80713128038898,2.04648119646031,8.0,21.0,13.0,15.0,1.0,223.4392220421394,12.0,14.0,15.0,16.0,17.0,-0.0027315212835503627,0.0,1.9959374323275352,1.3344155844155845,397.0,24.173803526448363,23.591133519763147,1.0,98.0,97.0,17.0,12.0,1140.9143576826195,2.0,6.0,17.0,33.0,64.0,0.049603793335044034,0.09090909090909091,10.047202645101548,5.898989898989899
19,78,103.0,50.0,51.0,55.0,7.0,22.0,14.0,15.0,15.0,91.0,27.0,24720.0,0.0,0.0,5880.0,12540.0,6300.0,540.0,2569.0,139.0,2994.0,,15.0,10.0,20.0,0.0,10.0,58.0,group4,22,dataset_user_22_train.csv,700.0,68.97857142857143,10.30150325863925,50.0,103.0,53.0,69.0,7.0,4864.164285714286,55.0,61.0,69.0,75.0,83.0,0.031154844922424048,0.004291845493562232,4.497493678841701,3.1087267525035767,661.0,14.543116490166415,2.0618357565247285,9.0,21.0,12.0,15.0,1.0,215.75340393343419,12.0,13.0,15.0,16.0,17.0,-0.0028082424862914,-0.0015151515151515152,2.1479371657365234,1.6015151515151516,425.0,27.12,18.756324737193555,1.0,89.0,88.0,24.0,10.0,1087.2941176470588,5.0,15.0,24.0,35.0,55.0,0.08977521064232231,-0.009433962264150943,7.961576693921009,5.438679245283019
19,87,103.0,61.0,65.0,71.0,9.0,24.0,17.0,18.0,18.0,,22.0,26520.0,0.0,0.0,4560.0,17100.0,4860.0,60.0,1782.0,39.0,546.0,,18.0,13.0,20.0,0.0,15.0,68.0,group4,31,dataset_user_31_train.csv,720.0,74.63888888888889,7.0645939482974525,61.0,103.0,42.0,74.0,5.0,5620.872222222222,67.0,69.0,74.0,79.0,84.0,0.0049170298039412355,-0.015299026425591099,4.787680021375523,2.941585535465925,708.0,17.269774011299436,2.4705820478469835,9.0,23.0,14.0,18.0,1.0,304.34887005649716,14.0,16.0,18.0,19.0,20.0,-0.002056584727994036,0.0,2.250255368189367,1.6067892503536068,462.0,21.727272727272727,9.457999701990335,2.0,,,20.0,5.0,561.5281385281386,11.0,16.0,20.0,25.75,34.0,0.007410719647710322,-0.0368763557483731,,4.648590021691974
19,82,117.0,59.0,60.0,55.0,7.0,23.0,15.0,13.0,13.0,95.0,42.0,,0.0,0.0,2280.0,8640.0,,60.0,2432.0,251.0,2613.0,,13.0,10.0,16.0,0.0,11.0,64.0,group4,4,dataset_user_4_train.csv,692.0,77.75,10.359000303274298,59.0,117.0,58.0,77.0,5.0,6152.371387283237,62.0,72.0,77.0,83.0,92.0,-0.010662739300133376,-0.017366136034732273,4.6438717700267,3.0680173661360346,600.0,,2.5556989694058694,9.0,23.0,14.0,15.0,2.0,,12.0,13.75,15.0,17.0,19.0,,-0.01001669449081803,2.307691971815793,1.6360601001669448,387.0,41.4702842377261,22.075417377118587,6.0,94.0,88.0,40.0,18.0,2207.108527131783,11.0,23.0,40.0,58.0,70.0,,,9.917455773444551,6.253886010362694
19,91,115.0,60.0,62.0,61.0,7.0,,15.0,14.0,14.0,98.0,34.0,29160.0,0.0,0.0,5100.0,17160.0,6900.0,720.0,2256.0,437.0,2755.0,,14.0,11.0,19.0,1.0,15.0,68.0,group4,40,dataset_user_40_train.csv,720.0,81.43472222222222,13.083223563469684,60.0,115.0,55.0,80.0,10.0,6802.784722222223,65.0,71.0,80.0,91.0,100.0,0.019655017981644766,-0.04728789986091794,5.09825465940945,3.376912378303199,659.0,14.352048558421851,2.021254562579089,8.0,24.0,16.0,14.0,1.0,210.06676783004553,12.0,13.0,14.0,15.0,17.0,0.0019957474482383275,0.004559270516717325,2.1462437400667613,1.5303951367781155,415.0,33.665060240963854,22.806067855298235,2.0,94.0,92.0,25.0,13.0,1653.4530120481927,9.0,18.0,25.0,46.0,73.0,0.053546963774831764,,9.690142411237163,6.205314009661835
