day,label,hr_maxHeartRate,hr_minHeartRate,hr_restingHeartRate,hr_lastSevenDaysAvgRestingHeartRate,resp_lowestRespirationValue,resp_highestRespirationValue,resp_avgWakingRespirationValue,resp_avgSleepRespirationValue,resp_avgTomorrowSleepRespirationValue,str_maxStressLevel,str_avgStressLevel,sleep_sleepTimeSeconds,sleep_napTimeSeconds,sleep_unmeasurableSleepSeconds,sleep_deepSleepSeconds,sleep_lightSleepSeconds,sleep_remSleepSeconds,sleep_awakeSleepSeconds,act_totalCalories,act_activeKilocalories,act_distance,act_activeTime,sleep_averageRespirationValue,sleep_lowestRespirationValue,sleep_highestRespirationValue,sleep_awakeCount,sleep_avgSleepStress,sleep_avgHeartRate,client_id,user_id,source_file,ts__hr_time_series__len,ts__hr_time_series__mean,ts__hr_time_series__std,ts__hr_time_series__min,ts__hr_time_series__max,ts__hr_time_series__range,ts__hr_time_series__median,ts__hr_time_series__mad,ts__hr_time_series__energy,ts__hr_time_series__q10,ts__hr_time_series__q25,ts__hr_time_series__q50,ts__hr_time_series__q75,ts__hr_time_series__q90,ts__hr_time_series__slope,ts__hr_time_series__diff_mean,ts__hr_time_series__diff_std,ts__hr_time_series__diff_abs_mean,ts__resp_time_series__len,ts__resp_time_series__mean,ts__resp_time_series__std,ts__resp_time_series__min,ts__resp_time_series__max,ts__resp_time_series__range,ts__resp_time_series__median,ts__resp_time_series__mad,ts__resp_time_series__energy,ts__resp_time_series__q10,ts__resp_time_series__q25,ts__resp_time_series__q50,ts__resp_time_series__q75,ts__resp_time_series__q90,ts__resp_time_series__slope,ts__resp_time_series__diff_mean,ts__resp_time_series__diff_std,ts__resp_time_series__diff_abs_mean,ts__stress_time_series__len,ts__stress_time_series__mean,ts__stress_time_series__std,ts__stress_time_series__min,ts__stress_time_series__max,ts__stress_time_series__range,ts__stress_time_series__median,ts__stress_time_series__mad,ts__stress_time_series__energy,ts__stress_time_series__q10,ts__stress_time_series__q25,ts__stress_time_series__q50,ts__stress_time_series__q75,ts__stress_time_series__q90,ts__stress_time_series__slope,ts__stress_time_series__diff_mean,ts__stress_time_series__diff_std,ts__stress_time_series__diff_abs_mean
0,79,114.0,39.0,40.0,49.0,7.0,20.0,13.0,13.0,12.0,97.0,44.0,23040.0,0.0,0.0,3720.0,12300.0,7020.0,120.0,2543.0,321.0,6411.0,,13.0,7.0,18.0,0.0,6.0,47.0,group0,0,dataset_user_0_train.csv,701.0,66.56490727532098,15.424025607243859,39.0,114.0,75.0,68.0,11.0,4668.787446504993,45.0,54.0,68.0,76.0,85.0,0.04539236639093986,0.02857142857142857,6.20085576714198,4.448571428571428,625.0,13.1856,2.02641373860325,7.0,22.0,15.0,13.0,1.0,177.9664,11.0,12.0,13.0,15.0,16.0,0.0005895305971983288,-0.009615384615384616,2.169109436959533,1.5576923076923077,395.0,43.24050632911393,29.779533873422437,1.0,93.0,92.0,49.0,26.0,2756.5620253164557,2.0,9.0,49.0,70.0,79.0,0.1950480841311658,0.19035532994923857,12.503473969063975,8.408629441624365
0,54,142.0,,,,8.0,18.0,14.0,12.0,12.0,97.0,24.0,25200.0,0.0,,,,,,4091.0,1603.0,9797.0,,12.0,10.0,16.0,2.0,7.0,52.0,group0,18,dataset_user_18_train.csv,238.0,,19.31813243567305,,142.0,80.0,,17.0,,,,,,122.0,,0.03375527426160337,,,230.0,12.860869565217392,1.8196366408505567,8.0,19.0,11.0,13.0,1.0,168.71304347826086,11.0,12.0,13.0,14.0,15.0,0.0062373168885414935,-0.004366812227074236,2.2125047881306816,1.5327510917030567,54.0,22.40740740740741,12.346117276171572,1.0,,58.0,20.0,6.0,654.5185185185185,11.3,14.0,20.0,25.0,42.400000000000006,,,15.460511372213807,10.018867924528301
0,70,110.0,49.0,51.0,55.0,7.0,20.0,14.0,15.0,14.0,97.0,26.0,25440.0,0.0,0.0,5280.0,14100.0,6060.0,780.0,2549.0,214.0,4173.0,,15.0,12.0,17.0,1.0,6.0,56.0,group0,27,dataset_user_27_train.csv,621.0,66.80193236714976,10.942290257195724,49.0,110.0,61.0,66.0,7.0,4582.231884057971,53.0,58.0,66.0,72.0,82.0,0.035883733270798475,0.0016129032258064516,5.152355926378879,3.291935483870968,584.0,14.402397260273972,1.981263539271666,8.0,20.0,12.0,15.0,1.0,211.3544520547945,12.0,13.0,15.0,16.0,17.0,0.0008103079827039506,0.0,2.1142333947181275,1.4751286449399656,381.0,25.908136482939632,18.707570349749354,1.0,88.0,87.0,25.0,14.0,1021.2047244094488,3.0,8.0,25.0,37.0,50.0,0.11220439894723824,0.060526315789473685,10.420325267013506,6.186842105263158
0,86,121.0,52.0,52.0,55.0,7.0,24.0,16.0,17.0,17.0,97.0,32.0,22763.0,0.0,0.0,6960.0,10140.0,5700.0,360.0,2595.0,324.0,3844.0,,17.0,13.0,19.0,0.0,4.0,58.0,group0,36,dataset_user_36_train.csv,589.0,73.11205432937182,14.748750596807433,52.0,121.0,69.0,73.0,13.0,5562.898132427844,54.0,60.0,73.0,85.0,93.0,0.03366251683257978,0.006802721088435374,6.156404329412053,3.82312925170068,520.0,15.951923076923077,2.4002396021916215,9.0,23.0,14.0,16.0,2.0,260.225,13.0,15.0,16.0,18.0,18.0,-0.0034259201573059975,0.0,2.3359467885300664,1.6184971098265897,330.0,32.875757575757575,27.543569125726147,1.0,93.0,92.0,24.5,22.0,1839.4636363636364,1.0,10.0,24.5,56.0,75.0,0.1283913618039735,0.03951367781155015,11.972674856878738,6.993920972644377
1,81,174.0,41.0,43.0,47.0,7.0,22.0,13.0,12.0,13.0,99.0,48.0,22740.0,0.0,600.0,4680.0,12840.0,5220.0,360.0,3875.0,1653.0,13128.0,,12.0,9.0,16.0,0.0,15.0,50.0,group0,0,dataset_user_0_train.csv,720.0,78.99027777777778,25.203696045764477,41.0,174.0,133.0,80.0,16.0,6874.690277777778,47.0,59.0,80.0,90.0,,0.06695114831111429,-0.0027816411682892906,8.286926416060325,5.682892906815021,521.0,13.107485604606525,2.1400041285329947,8.0,20.0,12.0,13.0,1.0,176.38579654510556,11.0,12.0,13.0,14.0,16.0,0.001812640114314613,-0.0057692307692307696,2.108126534439311,1.5173076923076922,315.0,47.425396825396824,30.4531384378613,2.0,92.0,90.0,52.0,30.0,3176.5619047619048,9.0,17.0,52.0,79.0,84.0,0.22085248192641566,-0.03503184713375796,12.635837046481242,8.245222929936306
1,64,101.0,45.0,47.0,,6.0,19.0,13.0,12.0,12.0,88.0,13.0,15000.0,0.0,,3240.0,9120.0,2640.0,1440.0,2516.0,28.0,969.0,,12.0,9.0,18.0,,,,group0,18,dataset_user_18_train.csv,288.0,59.986111111111114,9.552839972657862,45.0,101.0,56.0,58.0,7.0,3689.590277777778,49.0,52.0,58.0,66.0,72.0,0.05645744668025028,,6.229865771019337,3.940766550522648,279.0,12.666666666666666,2.0669788179107584,6.0,24.0,,13.0,1.0,164.7168458781362,10.0,12.0,13.0,14.0,15.0,0.006618484014631613,-0.0035971223021582736,2.0400631275301913,1.341726618705036,174.0,13.339080459770114,14.122411115180364,1.0,73.0,72.0,9.0,7.0,377.3735632183908,1.0,3.0,9.0,19.0,,0.14622170335146215,0.023121387283236993,8.907328772638733,5.433526011560693
1,78,159.0,47.0,48.0,52.0,9.0,21.0,15.0,14.0,15.0,94.0,24.0,20220.0,0.0,0.0,5400.0,11040.0,3780.0,900.0,2867.0,532.0,5636.0,,14.0,10.0,17.0,1.0,13.0,58.0,group0,27,dataset_user_27_train.csv,464.0,69.16594827586206,18.171016021089848,47.0,159.0,112.0,64.0,9.0,5114.114224137931,54.0,57.0,64.0,75.0,91.39999999999998,0.0804796906570055,-0.01079913606911447,5.933931786397178,3.6695464362850974,410.0,14.660975609756097,1.730554408384991,9.0,19.0,10.0,15.0,1.0,217.9390243902439,13.0,14.0,15.0,16.0,17.0,0.0037370835043635,0.004889975550122249,1.9048196624168465,1.3300733496332517,257.0,24.46303501945525,16.79214876212563,0.0,90.0,90.0,22.0,9.0,880.4163424124514,8.0,12.0,22.0,30.0,48.20000000000002,0.14867291421590806,0.015625,9.06528782551194,5.2421875
1,77,118.0,46.0,54.0,55.0,7.0,22.0,14.0,17.0,18.0,98.0,33.0,24864.0,0.0,0.0,6480.0,12360.0,6060.0,60.0,2682.0,412.0,2388.0,,17.0,14.0,20.0,0.0,11.0,59.0,group0,36,dataset_user_36_train.csv,582.0,72.40034364261169,15.514970042335104,46.0,118.0,72.0,70.0,11.0,5482.524054982818,55.0,59.25,70.0,80.75,96.0,0.058701403400175135,0.0051635111876075735,5.608111980147147,3.5335628227194493,498.0,15.48995983935743,2.873661657831055,7.0,,19.0,16.0,2.0,248.19678714859438,11.0,14.0,16.0,17.0,18.0,,0.002012072434607646,2.178640591011733,1.3299798792756539,345.0,33.16231884057971,27.445593619299476,1.0,97.0,96.0,21.0,13.0,1853.0,7.399999999999999,11.0,21.0,51.0,82.0,0.16856782994441752,0.005813953488372093,11.867728908841775,6.558139534883721
1,95,121.0,51.0,,,9.0,22.0,15.0,,15.0,,37.0,,,,,,,,1813.0,140.0,2139.0,,15.0,10.0,18.0,0.0,7.0,59.0,group0,9,dataset_user_9_train.csv,,83.07843137254902,13.276117144266875,51.0,121.0,70.0,83.0,8.0,7078.281045751634,,,83.0,91.0,99.0,,-0.10526315789473684,,,,14.900990099009901,2.671836800965037,7.0,20.0,13.0,15.0,2.0,229.17821782178217,11.0,13.0,15.0,17.0,18.0,,0.0,,,,35.839285714285715,22.96641708616105,1.0,,,34.5,20.0,1811.9107142857142,5.0,17.75,34.5,57.25,66.5,,,,
2,87,115.0,43.0,44.0,46.0,6.0,19.0,13.0,13.0,13.0,99.0,44.0,28140.0,0.0,0.0,2100.0,21120.0,4920.0,1200.0,2592.0,370.0,4406.0,,13.0,8.0,16.0,1.0,17.0,53.0,group0,0,dataset_user_0_train.csv,720.0,70.51527777777778,14.502386391003055,43.0,115.0,72.0,71.0,10.0,5182.7236111111115,51.0,59.0,71.0,79.0,91.0,0.044903169823501496,-0.009735744089012517,6.718141409003306,4.866481223922114,621.0,12.903381642512077,2.018514503990299,6.0,19.0,13.0,13.0,1.0,170.57165861513687,10.0,12.0,13.0,14.0,16.0,-0.0006149260881090068,0.00967741935483871,2.143234642929095,1.5354838709677419,399.0,43.338345864661655,25.642096268114173,2.0,97.0,95.0,46.0,24.0,2535.7293233082705,12.0,19.0,46.0,65.0,77.0,0.1413167340461707,-0.10552763819095477,12.80463639326822,9.452261306532664
