day,label,hr_maxHeartRate,hr_minHeartRate,hr_restingHeartRate,hr_lastSevenDaysAvgRestingHeartRate,resp_lowestRespirationValue,resp_highestRespirationValue,resp_avgWakingRespirationValue,resp_avgSleepRespirationValue,resp_avgTomorrowSleepRespirationValue,str_maxStressLevel,str_avgStressLevel,sleep_sleepTimeSeconds,sleep_napTimeSeconds,sleep_unmeasurableSleepSeconds,sleep_deepSleepSeconds,sleep_lightSleepSeconds,sleep_remSleepSeconds,sleep_awakeSleepSeconds,act_totalCalories,act_activeKilocalories,act_distance,act_activeTime,sleep_averageRespirationValue,sleep_lowestRespirationValue,sleep_highestRespirationValue,sleep_awakeCount,sleep_avgSleepStress,sleep_avgHeartRate,client_id,user_id,source_file,ts__hr_time_series__len,ts__hr_time_series__mean,ts__hr_time_series__std,ts__hr_time_series__min,ts__hr_time_series__max,ts__hr_time_series__range,ts__hr_time_series__median,ts__hr_time_series__mad,ts__hr_time_series__energy,ts__hr_time_series__q10,ts__hr_time_series__q25,ts__hr_time_series__q50,ts__hr_time_series__q75,ts__hr_time_series__q90,ts__hr_time_series__slope,ts__hr_time_series__diff_mean,ts__hr_time_series__diff_std,ts__hr_time_series__diff_abs_mean,ts__resp_time_series__len,ts__resp_time_series__mean,ts__resp_time_series__std,ts__resp_time_series__min,ts__resp_time_series__max,ts__resp_time_series__range,ts__resp_time_series__median,ts__resp_time_series__mad,ts__resp_time_series__energy,ts__resp_time_series__q10,ts__resp_time_series__q25,ts__resp_time_series__q50,ts__resp_time_series__q75,ts__resp_time_series__q90,ts__resp_time_series__slope,ts__resp_time_series__diff_mean,ts__resp_time_series__diff_std,ts__resp_time_series__diff_abs_mean,ts__stress_time_series__len,ts__stress_time_series__mean,ts__stress_time_series__std,ts__stress_time_series__min,ts__stress_time_series__max,ts__stress_time_series__range,ts__stress_time_series__median,ts__stress_time_series__mad,ts__stress_time_series__energy,ts__stress_time_series__q10,ts__stress_time_series__q25,ts__stress_time_series__q50,ts__stress_time_series__q75,ts__stress_time_series__q90,ts__stress_time_series__slope,ts__stress_time_series__diff_mean,ts__stress_time_series__diff_std,ts__stress_time_series__diff_abs_mean
3,86,127.0,40.0,42.0,,6.0,20.0,13.0,14.0,14.0,98.0,34.0,,0.0,0.0,6060.0,,4200.0,240.0,2686.0,466.0,11362.0,,14.0,10.0,17.0,0.0,12.0,45.0,group3,21,dataset_user_21_train.csv,717.0,65.73640167364017,16.161285244311568,40.0,127.0,87.0,65.0,10.0,4582.461645746164,44.0,,65.0,75.0,87.0,0.044255679587018926,0.030726256983240222,6.749645554768701,4.737430167597766,566.0,13.097173144876326,2.124090109515697,7.0,19.0,12.0,13.0,1.5,176.047703180212,10.0,12.0,13.0,15.0,16.0,-0.00017574363864116568,0.0035398230088495575,2.4072136870539333,,350.0,33.85142857142857,23.63256072732306,2.0,94.0,92.0,,19.5,1704.4171428571428,6.0,,,52.0,70.0,0.07458085372125486,0.08595988538681948,,
3,85,119.0,61.0,64.0,63.0,8.0,25.0,16.0,,15.0,97.0,46.0,,2880.0,,,,,,1931.0,223.0,725.0,,,,,,,,group3,30,dataset_user_30_train.csv,,86.11583924349881,12.174200900185674,61.0,119.0,58.0,87.0,8.0,7564.148936170212,68.2,78.0,87.0,94.5,101.0,,,5.777274512120052,4.028436018957346,,15.97704081632653,2.660555300785554,9.0,25.0,16.0,16.0,2.0,262.34438775510205,12.100000000000001,14.0,16.0,18.0,19.0,0.006534010882813133,0.0025575447570332483,,,,45.803212851405625,22.381446474794515,5.0,93.0,88.0,46.0,18.0,2598.863453815261,17.8,25.0,46.0,61.0,77.0,,,,8.64516129032258
3,88,102.0,,,,8.0,22.0,13.0,12.0,11.0,,21.0,,0.0,0.0,1860.0,,,0.0,2784.0,446.0,14468.0,,,,,,,,group3,39,dataset_user_39_train.csv,,72.68672566371681,9.3560401617784,,102.0,49.0,71.0,7.0,5370.895575221239,,,71.0,79.0,86.0,0.00710572696310677,,6.406655015254269,,,,2.222600145795796,7.0,22.0,15.0,13.0,1.5,,10.0,12.0,13.0,15.0,16.0,0.0012455472390404312,-0.012987012987012988,2.3012899064649748,1.6597402597402597,,20.141630901287552,9.830391296805812,1.0,,,19.0,5.0,502.3218884120172,10.0,14.0,19.0,24.0,32.0,0.04531767625596247,,10.557536572420783,7.344827586206897
4,82,137.0,48.0,51.0,51.0,8.0,20.0,14.0,13.0,13.0,99.0,47.0,17840.0,0.0,0.0,3900.0,10740.0,3240.0,240.0,3081.0,916.0,9095.0,,13.0,9.0,17.0,0.0,13.0,57.0,group3,12,dataset_user_12_train.csv,719.0,79.21001390820584,17.21593562255706,48.0,137.0,89.0,80.0,12.0,6570.614742698192,55.0,,80.0,90.0,104.0,-0.003955412384114431,0.012534818941504178,7.064258106819327,4.951253481894151,599.0,13.345575959933223,2.067906353852501,8.0,20.0,12.0,13.0,1.0,182.3806343906511,11.0,12.0,13.0,15.0,16.0,0.0018623569940983025,0.0033444816053511705,,,359.0,46.618384401114206,29.36945140688488,2.0,98.0,96.0,49.0,28.0,3035.838440111421,9.0,16.0,49.0,73.0,86.0,0.04820419850298002,0.06424581005586592,16.218783712152664,10.885474860335195
4,95,124.0,39.0,40.0,,7.0,20.0,13.0,14.0,14.0,96.0,28.0,26858.0,0.0,0.0,4620.0,16440.0,5820.0,480.0,2794.0,574.0,,,14.0,10.0,18.0,0.0,16.0,46.0,group3,21,dataset_user_21_train.csv,715.0,65.5944055944056,17.840018565262756,39.0,124.0,85.0,66.0,16.0,4620.892307692307,43.0,49.0,66.0,81.0,89.0,0.033235840728446715,,6.751688881202273,4.3011204481792715,,13.820267686424474,1.8944949747662894,9.0,,13.0,14.0,1.0,194.5889101338432,11.0,13.0,14.0,15.0,16.0,-0.0002683440729681137,-0.007662835249042145,2.214532871813584,1.6015325670498084,318.0,27.80817610062893,27.98760387898949,1.0,93.0,92.0,16.0,11.0,1556.6006289308177,3.0,7.0,16.0,47.5,79.30000000000001,0.06549710897563756,,12.0358045724644,6.7760252365930596
4,89,121.0,58.0,60.0,63.0,7.0,22.0,16.0,15.0,14.0,97.0,35.0,27777.0,1200.0,0.0,3540.0,17880.0,6360.0,1500.0,1820.0,112.0,343.0,,15.0,12.0,21.0,1.0,16.0,65.0,group3,30,dataset_user_30_train.csv,710.0,77.10845070422535,11.3949982414929,58.0,121.0,63.0,79.0,9.0,6075.559154929578,62.0,67.0,79.0,84.0,90.10000000000002,0.03283736268102267,0.004231311706629055,4.6703740689236035,3.2708039492242595,699.0,15.277539341917024,2.195768256671749,8.0,21.0,13.0,15.0,1.0,238.22460658082974,13.0,14.0,15.0,17.0,18.0,0.0008456499168158475,-0.0028653295128939827,2.112859477337669,1.512893982808023,454.0,34.85022026431718,19.629711756720326,3.0,93.0,90.0,35.0,16.0,1599.863436123348,13.0,17.25,35.0,48.0,61.0,0.08750172720181766,0.006622516556291391,10.969049386455293,7.339955849889625
4,90,137.0,41.0,42.0,55.0,7.0,20.0,13.0,11.0,11.0,97.0,18.0,27660.0,0.0,2040.0,4620.0,18900.0,4140.0,60.0,3316.0,980.0,20776.0,,11.0,7.0,18.0,0.0,5.0,46.0,group3,39,dataset_user_39_train.csv,680.0,65.95441176470588,21.208751896491233,41.0,137.0,96.0,60.0,15.0,4799.795588235294,44.0,47.0,60.0,81.0,92.0,0.057152875228841715,0.005891016200294551,6.317096566993686,4.035346097201767,532.0,12.109022556390977,2.1545879932237257,6.0,19.0,13.0,12.0,1.0,151.27067669172934,10.0,11.0,12.0,13.0,15.0,0.004903823141024246,-0.007532956685499058,2.0666711628223635,1.5065913370998116,329.0,17.990881458966566,21.442435317699555,1.0,96.0,95.0,,7.0,783.4498480243161,1.0,3.0,,23.0,55.39999999999998,0.12908632623214875,0.03048780487804878,11.468101986670703,6.2682926829268295
5,78,123.0,45.0,51.0,51.0,7.0,21.0,14.0,13.0,13.0,99.0,36.0,25200.0,0.0,0.0,5760.0,15960.0,3480.0,420.0,2916.0,751.0,3226.0,,13.0,10.0,16.0,1.0,12.0,58.0,group3,12,dataset_user_12_train.csv,720.0,72.87777777777778,18.71004054736255,45.0,123.0,78.0,67.0,12.0,5661.236111111111,54.0,57.0,67.0,85.0,102.10000000000002,-0.02318529421031548,,6.657103703406541,4.573018080667594,662.0,13.46676737160121,2.0583515249501705,7.0,21.0,14.0,13.0,1.0,185.59063444108762,11.0,12.0,13.0,15.0,16.0,0.0025147038504131644,0.0,2.216701833731179,1.6369137670196672,402.0,35.13930348258707,29.902503223264624,1.0,99.0,98.0,20.0,12.0,2128.9303482587065,8.0,11.0,20.0,59.75,86.90000000000003,-0.021563438908376985,,12.523020884626463,7.593516209476309
5,87,94.0,37.0,41.0,,6.0,19.0,13.0,14.0,15.0,93.0,28.0,31020.0,0.0,0.0,7560.0,15000.0,8460.0,0.0,2307.0,87.0,3431.0,,14.0,9.0,17.0,0.0,15.0,45.0,group3,21,dataset_user_21_train.csv,710.0,59.85070422535211,14.679111087561402,37.0,94.0,57.0,59.0,14.0,3797.5830985915495,41.0,45.0,59.0,72.0,80.0,0.04979830001534742,0.0028208744710860366,6.800605046326598,4.781382228490832,614.0,13.309446254071661,2.1067617260237124,7.0,18.0,11.0,14.0,1.0,181.57980456026058,10.0,12.0,14.0,15.0,16.0,-0.0029518531445284386,-0.0016313213703099511,2.1444561738805343,1.5187601957585644,375.0,27.570666666666668,24.70605201609966,1.0,88.0,87.0,19.0,14.0,1370.5306666666668,3.0,7.0,19.0,42.5,68.0,0.14227761975196268,-0.013368983957219251,,9.467914438502675
5,78,145.0,57.0,61.0,62.0,7.0,,16.0,14.0,14.0,99.0,34.0,29760.0,0.0,0.0,6420.0,15840.0,7500.0,720.0,2226.0,518.0,3605.0,,14.0,11.0,18.0,1.0,18.0,67.0,group3,30,dataset_user_30_train.csv,720.0,80.59722222222223,15.987807613426883,57.0,145.0,88.0,78.0,10.0,6751.522222222222,62.0,68.0,78.0,89.0,102.0,0.04630455177061169,0.015299026425591099,4.673011869388469,3.297635605006954,648.0,14.91820987654321,2.2141050094764867,8.0,21.0,13.0,15.0,2.0,227.45524691358025,12.0,13.0,15.0,17.0,18.0,0.003025500333807253,0.0015455950540958269,2.1991281307376727,1.4945904173106646,411.0,33.6374695863747,20.471865624839467,5.0,97.0,92.0,27.0,13.0,1550.5766423357663,12.0,18.0,27.0,46.0,65.0,0.09123828322827202,0.08292682926829269,10.553831865413933,6.907317073170732
5,84,133.0,41.0,42.0,52.0,7.0,21.0,13.0,11.0,11.0,99.0,22.0,31500.0,0.0,0.0,7320.0,16620.0,7560.0,1800.0,2732.0,394.0,10599.0,,11.0,7.0,15.0,2.0,9.0,47.0,group3,39,dataset_user_39_train.csv,719.0,61.5076495132128,15.863364250732843,41.0,133.0,92.0,59.0,12.0,4034.837273991655,44.0,47.0,59.0,72.0,81.20000000000005,0.049854816152114706,0.002785515320334262,6.962493472936371,4.064066852367688,598.0,12.006688963210703,2.13662646456406,7.0,19.0,12.0,12.0,1.0,148.7257525083612,9.0,11.0,12.0,13.0,15.0,0.004758102436740235,0.008375209380234505,,1.4120603015075377,381.0,22.194225721784775,20.121783243128153,1.0,94.0,93.0,16.0,8.0,897.4698162729659,5.0,8.0,16.0,25.0,53.0,0.10646628319985765,0.010526315789473684,10.774965855940144,5.878947368421053
6,65,143.0,44.0,47.0,50.0,,21.0,14.0,13.0,13.0,99.0,35.0,24720.0,0.0,0.0,4440.0,17520.0,2760.0,300.0,2813.0,648.0,7659.0,,13.0,10.0,17.0,0.0,5.0,50.0,group3,12,dataset_user_12_train.csv,720.0,70.44722222222222,18.015116894663635,44.0,143.0,99.0,70.0,15.0,5287.355555555556,48.0,53.0,70.0,83.0,94.0,0.03764256232490162,0.006954102920723227,7.117039166283716,4.924895688456189,632.0,13.656645569620252,2.077033885244787,,21.0,,13.0,1.0,190.81803797468353,11.100000000000001,12.0,13.0,15.0,16.0,0.0036204836235763753,0.004754358161648178,2.2452576318719912,1.618066561014263,382.0,35.146596858638745,29.936398137464813,1.0,97.0,96.0,26.5,22.5,2131.471204188482,2.0,6.0,26.5,62.75,79.90000000000003,0.13257167509236117,0.02099737532808399,14.312396845643454,8.713910761154855
6,95,119.0,38.0,40.0,40.0,8.0,21.0,14.0,15.0,14.0,95.0,32.0,26040.0,0.0,0.0,7620.0,12660.0,5760.0,0.0,2508.0,288.0,7664.0,,15.0,10.0,18.0,0.0,13.0,45.0,group3,21,dataset_user_21_train.csv,713.0,61.918653576437585,16.02178049033726,38.0,119.0,81.0,61.0,15.0,4090.617110799439,43.0,46.0,61.0,76.0,83.0,0.03137915266647182,-0.0014044943820224719,6.54275036181715,4.341292134831461,617.0,14.183144246353322,1.9944431312595308,8.0,20.0,12.0,14.0,1.0,205.1393841166937,11.0,13.0,14.0,15.0,16.0,-0.0021630546445262177,0.0,2.104417123236605,1.5422077922077921,388.0,32.04639175257732,28.242924711490154,1.0,89.0,88.0,23.0,18.0,1824.6340206185566,3.0,7.0,23.0,53.25,79.0,0.10453210922851028,-0.012919896640826873,13.708758719680286,8.049095607235142
6,95,131.0,58.0,62.0,61.0,7.0,23.0,16.0,14.0,14.0,98.0,34.0,28500.0,,0.0,3600.0,21300.0,3600.0,1680.0,2183.0,475.0,3509.0,,14.0,11.0,21.0,1.0,22.0,72.0,group3,30,dataset_user_30_train.csv,720.0,80.46527777777777,14.534113699636128,58.0,131.0,73.0,77.0,9.0,6685.9013888888885,64.0,70.0,77.0,88.0,100.0,0.020271692267924902,-0.02642559109874826,4.5794634266966465,3.191933240611961,667.0,15.02248875562219,2.375746602026399,7.0,24.0,17.0,15.0,2.0,231.3193403298351,12.0,13.0,15.0,17.0,18.0,0.0015237970915820613,0.006006006006006006,2.258775338539439,1.5705705705705706,430.0,33.37674418604651,22.409973249149193,4.0,97.0,93.0,25.0,12.0,1616.213953488372,10.0,17.0,25.0,46.0,68.10000000000002,0.03555736337261184,,10.25243194723284,6.7972027972027975
6,95,103.0,41.0,42.0,50.0,6.0,21.0,12.0,11.0,11.0,96.0,23.0,26700.0,0.0,2100.0,6060.0,15660.0,4980.0,900.0,2591.0,253.0,9305.0,,11.0,8.0,18.0,0.0,17.0,48.0,group3,39,dataset_user_39_train.csv,698.0,60.85243553008596,12.959148999019762,41.0,103.0,62.0,59.0,9.0,3870.958452722063,45.0,51.0,59.0,69.0,81.0,0.04021604592643252,-0.00860832137733142,5.793424802913926,3.701578192252511,580.0,11.836206896551724,2.1748720355429927,7.0,20.0,13.0,11.0,1.0,144.8258620689655,9.0,10.0,11.0,13.0,15.0,0.003729653548726159,0.0051813471502590676,2.121924557381067,1.5112262521588946,391.0,23.07161125319693,18.766978323879904,1.0,87.0,86.0,20.0,9.0,884.4987212276214,4.0,10.0,20.0,27.5,52.0,0.10147149160667612,-0.005128205128205128,,5.2153846153846155
7,92,111.0,45.0,47.0,49.0,8.0,19.0,14.0,13.0,13.0,97.0,25.0,20280.0,1980.0,0.0,3840.0,14760.0,1680.0,2340.0,2337.0,172.0,4560.0,,13.0,10.0,17.0,2.0,11.0,52.0,group3,12,dataset_user_12_train.csv,693.0,63.35786435786436,12.864666289067742,45.0,111.0,66.0,61.0,10.0,4179.718614718615,48.0,52.0,61.0,73.0,80.80000000000007,0.018772407704792642,0.001445086705202312,6.942476128179134,4.851156069364162,641.0,13.694227769110764,1.8768931753839855,8.0,19.0,11.0,14.0,1.0,191.05460218408737,11.0,12.0,14.0,15.0,16.0,0.0023001807922784206,-0.003125,2.1447587823284464,1.56875,411.0,24.717761557177617,20.398658198598316,1.0,97.0,96.0,19.0,12.0,1027.0729927007299,4.0,8.0,19.0,37.0,58.0,0.05048474551076743,-0.0024390243902439024,13.796871115863384,8.890243902439025
7,93,115.0,38.0,41.0,41.0,7.0,20.0,14.0,14.0,14.0,98.0,31.0,28260.0,0.0,0.0,6180.0,12780.0,9300.0,120.0,2466.0,246.0,6366.0,,14.0,9.0,18.0,0.0,9.0,46.0,group3,21,dataset_user_21_train.csv,712.0,62.140449438202246,14.843469559440955,38.0,115.0,77.0,62.0,12.0,4081.7640449438204,43.0,48.0,62.0,73.0,81.0,0.0450351143127653,0.0014064697609001407,6.912655650936555,4.631504922644163,607.0,14.070840197693576,1.8855008517917393,8.0,19.0,11.0,14.0,1.0,201.54365733113673,11.0,13.0,14.0,15.0,16.0,-0.000963764762845833,0.0016501650165016502,2.1111828406195365,1.5198019801980198,380.0,30.739473684210527,25.253931840551132,2.0,89.0,87.0,23.0,18.0,1582.6763157894736,3.0,7.75,23.0,52.25,70.0,0.14148308360496736,0.021108179419525065,12.559077400715495,8.379947229551451
