model,holdout_cid,repeat,mae,client_rc,server_log,client_log
TabNet,0,1,11.648383274256625,0,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid0_rep1_server.log,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid0_rep1_client.log
TabNet,1,1,8.773284665999874,0,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid1_rep1_server.log,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid1_rep1_client.log
TabNet,2,1,14.147446433703104,0,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid2_rep1_server.log,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid2_rep1_client.log
TabNet,3,1,9.895258961553159,0,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid3_rep1_server.log,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid3_rep1_client.log
TabNet,4,1,10.592650289120881,0,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid4_rep1_server.log,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid4_rep1_client.log
TabNet,5,1,13.303507751464844,0,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid5_rep1_server.log,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid5_rep1_client.log
TabNet,6,1,10.737870867007247,0,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid6_rep1_server.log,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid6_rep1_client.log
TabNet,7,1,13.506706321326485,0,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid7_rep1_server.log,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid7_rep1_client.log
TabNet,8,1,9.189975332041255,0,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid8_rep1_server.log,/Users/giovanniscirocco/PycharmProjects/CSI-prog4-esperimenti/runs/Aky_TabNet/trial_0041/TabNet_cid8_rep1_client.log
TabNet,ALL,,11.310564877385941,,,
